Vulnerabilidad_numero,U_MPIO,U_DPTO,Nom_DPTO,CASA,APTO,TIP_CUARTO,VIV_TRAD_INDIG,VIV_TRAD_ETNICA,OTRA_VIV,1-DOR,2-DOR,3-DOR,4-DOR,Mas de 4 dor,No informa Num_dormit,0-FALL,1-FALL,2-FALL,Mas de 2 fall,1-PER,2-PER,3-PER,4-PER,Mas de 4 per,Fall_Hombre,Fall_Mujer,No informa sexo fall,No informa edad fall,Fall_P_Infancia,Fall_Infancia,Fall_Juv-Adoles,Fall_Adultez,Fall_Per_Mayor,Per_Hombre,Per_Mujer,Per_edad_0 a 4,Per_edad_5 a 9,Per_edad_10 a 14,Per_edad_15 a 19,Per_edad_20 a 24,Per_edad_25 a 29,Per_edad_30 a 34,Per_edad_35 a 39,Per_edad_40 a 44,Per_edad_45 a 49,Per_edad_50 a 54,Per_edad_55 a 59,Per_edad_Mas de 60,Indigena,Gitano o Rrom,Raizal del Archi SAPSC,Palenquero de San Basilio,"Negro, mulato, afrodescendiente, afrocolombiano",Ningun grupo etnico,No informa grupo etnico,Habla lengua Nativa,No habla lengua nativa,No informa lengua nativa,No aplica lengua nativa,Habla otra lengua,No habla otra lengua,No informa otra lengua,No aplica otra lengua,CSS muy bueno,CSS bueno,CSS malo,CSS muy malo,CSS No Aplica,Lee_y_Escribe,NoLee_y_Escribe,No_informa_Alfabeta,No Aplica P_ALFABETA,Preescolar,Primaria,Secundaria,Media_Academica,Media_tecnica,Normalista,Tecnica_Profesional,Universitario,Posgrado,Ninguno,No_inf_escolaridad,No Aplica P_NIVEL_ANOSR,No informa ingresos,Recibe ingresos,No recibe ingresos,No Aplica ingresos
1.0,667,15,Boyaca,2102,46,18,0,0,10,722,534,331,82,19,79,1748,18,1,0,516,471,336,251,193,11.0,9.0,0.0,0.0,2.0,0.0,2.0,3.0,13.0,2323,2228,269,327,434,382,303,283,268,295,315,265,270,263,877,4,0,0,0,4,4516,27,3,1,0,4547,0,4,0,4547,2,90,28,5,4426,3838,409,35,269,72,1959,724,804,69,14,120,119,49,304,48,269,113,2002,1823,613
1.0,673,15,Boyaca,1927,5,10,0,0,1,629,380,131,41,11,5,1169,27,1,0,327,310,194,189,177,17.0,12.0,0.0,0.0,3.0,0.0,1.0,8.0,17.0,1649,1658,211,229,236,283,200,169,173,168,173,155,179,195,936,0,0,0,0,6,3289,12,0,0,0,3307,0,0,0,3307,20,380,21,3,2883,2806,278,12,211,74,1531,466,416,37,131,55,68,65,234,19,211,63,797,2007,440
1.0,676,15,Boyaca,1334,14,11,0,1,2,389,398,154,46,4,2,975,17,1,0,254,224,182,152,181,9.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,1480,1421,184,219,296,237,177,144,189,180,187,154,169,157,608,0,0,0,0,7,2888,6,0,0,0,2901,0,0,0,2901,17,180,59,10,2635,2548,158,11,184,65,1343,455,438,47,2,113,99,24,113,18,184,19,1125,1354,403
1.0,681,15,Boyaca,2274,24,49,0,0,19,721,787,413,96,28,1,2027,19,0,0,550,444,374,356,322,13.0,6.0,0.0,0.0,6.0,0.0,1.0,1.0,11.0,3171,2668,364,451,591,589,367,308,301,350,458,427,392,323,918,1,0,0,0,8,5813,17,1,0,0,5838,1,0,0,5838,3,132,45,4,5655,4854,591,30,364,132,2570,993,819,123,7,129,122,37,494,49,364,69,1390,3553,827
1.0,686,15,Boyaca,2525,146,107,1,0,2,1044,877,378,90,13,3,2361,41,3,0,562,588,497,410,348,30.0,17.0,0.0,0.0,0.0,0.0,2.0,16.0,29.0,3531,3295,459,462,648,622,524,420,398,430,434,476,459,382,1112,1,0,0,0,4,6785,36,1,0,0,6825,0,1,0,6825,10,452,121,29,6214,5636,681,50,459,149,2732,1167,1150,112,9,204,178,70,527,69,459,116,2466,3308,936
1.0,690,15,Boyaca,1290,101,61,0,1,2,521,456,161,23,8,1,1151,19,0,0,295,306,260,193,116,10.0,9.0,0.0,0.0,2.0,0.0,2.0,5.0,10.0,1602,1507,182,250,222,278,186,201,220,169,194,203,219,204,581,0,0,0,0,38,3048,23,0,0,0,3109,0,0,0,3109,10,158,31,4,2906,2646,255,26,182,63,1257,444,503,137,8,144,92,43,208,28,182,62,1150,1449,448
1.0,693,15,Boyaca,4331,715,88,1,0,19,1213,1504,977,269,68,23,3999,50,5,0,1248,868,710,700,528,30.0,30.0,0.0,0.0,2.0,0.0,1.0,17.0,40.0,5927,5402,569,748,851,1195,1016,745,740,789,740,719,666,622,1929,8,1,1,1,79,11096,143,1,8,0,11320,0,9,0,11320,62,505,218,27,10517,10073,458,229,569,191,3700,1675,2070,728,84,709,764,215,370,254,569,235,3871,5426,1797
1.0,696,15,Boyaca,1962,23,74,3,0,3,416,381,164,58,8,6,1009,24,0,0,260,268,175,158,172,12.0,12.0,0.0,0.0,1.0,0.0,2.0,4.0,17.0,1489,1470,193,225,224,235,184,189,190,167,169,172,183,160,668,7,0,0,0,10,2928,14,0,7,0,2952,0,7,0,2952,11,89,28,2,2829,2485,264,17,193,85,1238,472,491,55,15,60,107,28,185,30,193,59,1256,1191,453
1.0,720,15,Boyaca,1540,166,60,0,0,7,512,234,43,5,3,8,795,10,0,0,271,227,124,104,79,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1028,998,93,120,152,153,102,107,113,123,105,119,145,128,566,1,0,0,0,0,2018,7,1,0,0,2025,0,1,0,2025,9,158,76,7,1776,1745,178,10,93,33,1000,324,184,107,6,45,52,14,149,19,93,32,290,1412,292
1.0,723,15,Boyaca,477,2,5,0,0,3,196,141,41,6,0,3,374,13,0,0,93,108,73,60,53,8.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,494,554,59,74,87,102,65,51,69,78,64,55,57,69,218,0,0,0,0,0,1042,6,0,0,0,1048,0,0,0,1048,10,112,1,1,924,931,50,8,59,19,409,157,159,87,2,57,38,13,37,11,59,6,262,643,137
1.0,740,15,Boyaca,2915,28,20,0,2,3,656,875,331,66,14,0,1901,40,1,0,316,412,322,366,526,17.0,25.0,0.0,0.0,1.0,1.0,0.0,5.0,35.0,3439,3210,534,645,682,654,483,451,391,382,363,392,348,320,1004,0,0,0,0,8,6631,10,0,0,0,6649,0,0,0,6649,7,482,275,26,5859,5548,552,15,534,179,3071,1197,1014,76,29,92,47,21,366,23,534,57,1954,3459,1179
1.0,753,15,Boyaca,3274,1107,275,0,5,11,1271,1277,539,116,38,10,3174,74,2,1,876,873,630,548,324,34.0,47.0,0.0,0.0,3.0,0.0,2.0,23.0,53.0,4062,4476,499,515,635,677,585,497,524,553,519,528,542,543,1921,3,0,0,0,15,8418,102,1,2,0,8535,0,3,0,8535,90,631,124,16,7677,7456,472,111,499,129,2569,1207,1591,195,183,673,673,345,342,132,499,177,3274,3991,1096
1.0,755,15,Boyaca,3750,63,175,0,0,15,1344,821,201,43,10,2,2368,52,1,0,552,542,475,441,411,23.0,31.0,0.0,0.0,2.0,0.0,1.0,8.0,43.0,3769,3364,524,660,639,644,476,462,476,471,445,371,356,346,1263,0,0,0,0,8,7095,30,0,0,0,7133,0,0,0,7133,12,443,131,6,6541,5803,763,43,524,183,3574,1013,905,164,13,85,88,26,491,67,524,65,1750,4123,1195
1.0,757,15,Boyaca,3390,257,97,1,1,6,1043,1073,385,66,12,5,2540,41,2,1,577,576,526,528,377,29.0,19.0,0.0,0.0,3.0,0.0,5.0,11.0,29.0,3728,3781,512,674,692,650,565,538,527,556,452,413,402,361,1167,9,4,0,0,9,7425,62,12,0,0,7497,0,12,0,7497,29,164,28,1,7287,6517,400,80,512,162,2713,1250,1607,83,126,279,329,104,257,87,512,131,2634,3546,1198
2.0,759,15,Boyaca,24168,22097,2118,3,4,38,10904,14634,12652,2527,484,268,40878,575,14,2,8253,9616,9795,8658,5147,339.0,269.0,2.0,3.0,39.0,0.0,30.0,113.0,425.0,57199,63263,7392,8468,9348,10073,10200,9100,8803,9224,7725,7400,7813,6781,18135,48,4,2,0,223,118241,1944,12,41,1,120408,3,50,1,120408,586,7829,2860,758,108429,107468,3557,2045,7392,2081,29465,17704,23785,3352,481,11676,14915,4697,2641,2273,7392,2120,51568,49968,16806
1.0,761,15,Boyaca,1434,29,24,0,1,2,469,356,163,31,16,2,1022,13,2,0,395,273,185,103,81,3.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1164,1213,78,129,140,172,100,106,98,107,133,206,160,178,770,0,0,0,0,1,2248,128,0,0,0,2377,0,0,0,2377,17,227,96,21,2016,1943,226,130,78,35,1118,293,250,86,33,71,76,43,157,137,78,142,756,1259,220
1.0,762,15,Boyaca,1162,7,5,0,0,0,361,413,126,19,1,7,905,22,0,0,219,232,179,176,121,14.0,8.0,0.0,0.0,1.0,0.0,2.0,3.0,16.0,1333,1253,182,203,219,246,222,177,172,194,146,146,131,119,429,0,0,0,0,1,2572,13,0,0,0,2586,0,0,0,2586,1,136,46,1,2402,2203,185,16,182,47,1275,397,395,23,2,51,61,11,123,19,182,64,429,1708,385
5.0,763,15,Boyaca,3567,92,371,1,0,5,1034,1044,374,87,21,10,2515,55,0,0,526,574,509,469,492,30.0,25.0,0.0,0.0,8.0,0.0,3.0,10.0,34.0,4064,3889,559,658,761,750,582,479,477,504,487,462,475,401,1358,0,0,1,0,1,7929,22,0,1,0,7952,0,1,0,7952,16,323,56,2,7556,6958,404,32,559,188,3712,1308,962,349,10,233,281,33,273,45,559,114,2777,3845,1217
1.0,764,15,Boyaca,2223,129,54,0,1,6,594,722,315,55,11,6,1651,52,0,0,233,332,343,363,432,31.0,21.0,0.0,0.0,2.0,0.0,0.0,13.0,37.0,2941,2963,428,525,616,605,419,396,395,398,346,341,282,291,862,3,0,3,0,3,5875,20,3,3,0,5898,0,6,0,5898,13,765,147,17,4962,4986,470,20,428,144,2722,1018,565,305,4,190,164,29,307,28,428,31,1994,2880,999
1.0,774,15,Boyaca,1730,22,13,0,0,1,524,336,102,30,4,2,974,24,0,0,301,272,166,139,120,16.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,1322,1233,110,160,175,199,180,150,149,127,156,159,181,159,650,0,0,0,0,0,2540,15,0,0,0,2555,0,0,0,2555,6,333,40,3,2173,2205,220,20,110,41,1181,365,423,51,12,65,99,31,156,21,110,26,743,1516,270
1.0,776,15,Boyaca,2729,209,81,0,0,2,760,786,281,84,14,20,1902,40,2,1,394,480,393,356,322,23.0,24.0,0.0,0.0,2.0,0.0,1.0,11.0,33.0,2883,2872,357,419,508,533,412,394,370,391,378,373,325,294,1001,5,0,0,0,8,5710,32,1,4,0,5750,0,5,0,5750,26,285,87,10,5347,4982,381,35,357,107,2471,853,1079,28,14,191,273,95,247,40,357,63,2364,2552,776
1.0,778,15,Boyaca,2027,22,58,2,0,4,623,459,176,41,9,3,1271,38,2,0,370,337,246,205,153,23.0,19.0,0.0,0.0,1.0,0.0,0.0,5.0,36.0,1710,1791,171,187,259,278,205,186,169,206,182,218,221,224,995,1,0,0,0,0,3496,4,0,1,0,3500,0,1,0,3500,17,197,39,2,3246,2949,371,10,171,42,1622,487,458,233,17,83,106,19,244,19,171,34,999,2090,378
1.0,790,15,Boyaca,3025,80,23,0,0,4,759,720,287,55,22,10,1811,40,2,0,474,431,364,335,249,20.0,24.0,0.0,0.0,3.0,1.0,3.0,8.0,29.0,2588,2562,319,404,477,444,353,309,361,352,297,318,298,276,942,1,0,1,0,3,5122,23,1,1,0,5148,1,1,0,5148,10,256,30,6,4848,4499,303,29,319,114,2325,810,596,345,17,198,157,54,180,35,319,106,1392,2919,733
1.0,798,15,Boyaca,2834,59,34,0,4,2,686,485,155,37,9,1,1352,21,0,0,398,386,269,193,127,11.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,1705,1756,141,195,257,260,197,141,167,169,209,219,266,265,975,5,0,0,0,39,3412,5,0,5,0,3456,5,0,0,3456,12,315,112,14,3008,3035,280,5,141,66,1757,475,454,114,7,77,122,44,190,14,141,30,1228,1832,371
1.0,804,15,Boyaca,4696,83,64,0,1,12,1276,997,449,79,12,1,2739,68,5,2,668,755,493,465,433,55.0,30.0,0.0,0.0,0.0,1.0,2.0,17.0,65.0,3942,4024,492,563,673,677,484,377,425,449,460,484,517,521,1844,2,0,0,0,6,7931,27,1,1,0,7964,0,2,0,7964,14,401,152,9,7390,6617,815,42,492,166,4083,1071,963,107,8,178,191,71,581,55,492,103,2308,4479,1076
1.0,806,15,Boyaca,4323,564,88,1,3,22,1011,1471,910,188,34,7,3550,68,2,1,675,758,788,827,573,44.0,37.0,0.0,0.0,20.0,4.0,5.0,13.0,39.0,5419,5604,681,758,888,970,943,782,731,747,707,732,681,602,1801,4,0,0,0,17,10888,114,0,4,0,11019,0,4,0,11019,34,739,246,33,9971,9826,439,77,681,192,3532,1733,1745,356,144,928,922,329,360,101,681,154,4493,4933,1443
5.0,808,15,Boyaca,1582,70,32,1,0,9,467,398,164,25,7,2,1038,25,0,0,289,265,215,165,129,14.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,1433,1436,170,221,247,236,189,184,183,173,156,188,176,148,598,1,0,0,0,10,2845,13,0,1,0,2868,0,1,0,2868,11,207,69,11,2571,2478,203,18,170,65,1117,457,513,22,7,108,197,60,133,20,170,31,1031,1416,391
1.0,810,15,Boyaca,1419,7,19,0,0,2,629,390,113,25,3,0,1135,23,2,0,267,303,265,200,125,17.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,20.0,1613,1541,170,236,272,276,202,195,192,218,195,206,185,158,649,0,1,0,0,2,3144,7,0,1,0,3153,0,1,0,3153,3,142,25,3,2981,2662,310,12,170,60,1334,412,565,57,9,139,86,40,262,20,170,52,979,1717,406
1.0,814,15,Boyaca,3385,295,105,0,0,5,948,1229,490,66,12,4,2697,49,3,0,468,604,595,525,557,30.0,25.0,0.0,0.0,1.0,0.0,0.0,6.0,48.0,4415,4292,716,780,773,865,655,609,522,549,550,471,484,431,1302,0,0,0,0,12,8648,47,0,0,0,8707,0,0,0,8707,21,297,157,15,8217,7533,414,44,716,221,3711,1419,1626,118,9,214,296,48,276,53,716,105,3198,3908,1496
1.0,816,15,Boyaca,1875,17,48,0,0,0,568,510,242,48,9,2,1352,27,0,0,301,305,267,237,269,14.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,2192,2032,298,325,414,349,236,227,269,271,254,261,272,287,761,1,0,0,0,10,4200,13,1,0,0,4223,0,1,0,4223,9,531,117,14,3553,3495,418,13,298,121,2099,672,502,14,6,89,71,23,308,21,298,60,1461,2080,623
1.0,820,15,Boyaca,1533,64,57,1,0,1,513,430,191,28,7,3,1135,36,1,0,246,246,228,258,194,24.0,14.0,0.0,0.0,1.0,0.0,1.0,12.0,24.0,1703,1828,242,291,311,340,306,246,224,246,197,188,196,196,548,0,0,0,0,3,3508,20,0,0,0,3531,0,0,0,3531,32,659,146,16,2678,3064,207,18,242,92,1318,579,499,295,6,173,144,40,115,28,242,24,1206,1768,533
1.0,822,15,Boyaca,2806,37,96,0,1,1,492,642,247,46,2,7,1401,35,0,0,275,305,252,313,291,27.0,8.0,0.0,1.0,4.0,1.0,6.0,4.0,19.0,2295,2235,336,438,479,400,311,276,307,288,269,267,240,240,679,0,0,1,0,0,4513,16,0,1,0,4529,0,1,0,4529,3,60,25,11,4431,3724,449,21,336,143,2353,609,556,72,9,67,34,9,318,24,336,49,1282,2425,774
1.0,832,15,Boyaca,597,5,19,0,0,2,243,211,53,18,1,0,521,5,0,0,116,110,126,97,77,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,829,697,118,115,137,116,114,97,82,113,110,95,72,77,280,3,0,0,0,1,1521,1,2,1,0,1523,0,3,0,1523,7,173,32,3,1311,1271,134,3,118,31,678,244,223,22,0,45,26,11,115,13,118,12,533,748,233
1.0,835,15,Boyaca,2501,194,190,0,0,3,853,790,345,45,10,4,1994,52,1,0,492,517,375,345,318,32.0,22.0,0.0,0.0,3.0,0.0,2.0,13.0,36.0,2898,2958,319,442,526,479,306,281,311,370,361,345,375,365,1376,1,0,0,0,3,5824,28,1,0,0,5855,1,0,0,5855,12,385,207,34,5218,5040,461,36,319,141,2761,794,563,420,35,144,204,89,339,47,319,63,1655,3356,782
1.0,837,15,Boyaca,3526,216,26,0,0,7,968,964,527,116,30,1,2554,48,3,1,502,555,539,480,530,33.0,25.0,0.0,0.0,0.0,0.0,6.0,3.0,49.0,3971,4183,583,630,725,729,599,559,523,503,505,481,442,420,1455,6,0,0,0,11,8098,39,5,1,0,8148,1,5,0,8148,26,420,147,29,7532,7128,392,51,583,223,3137,1289,1513,222,20,311,437,109,243,67,583,164,2558,4208,1224
5.0,839,15,Boyaca,1050,2,6,1,0,1,222,247,95,20,5,3,576,14,2,0,122,133,125,116,96,8.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,870,924,114,148,134,170,131,118,114,117,107,110,106,110,315,0,1,0,0,4,1721,68,1,0,0,1793,0,1,0,1793,3,20,2,0,1769,1505,111,64,114,26,785,234,272,105,2,54,40,6,91,65,114,66,470,996,262
1.0,842,15,Boyaca,3627,35,108,0,0,6,1005,876,431,93,12,10,2375,51,0,1,557,677,414,371,408,37.0,23.0,0.0,0.0,14.0,0.0,2.0,8.0,36.0,3560,3345,422,525,577,649,429,334,382,398,483,466,446,377,1417,2,0,1,0,6,6779,117,1,0,2,6902,0,1,2,6902,17,415,84,16,6373,5861,550,72,422,147,3452,980,635,362,5,121,187,82,433,79,422,127,1985,3846,947
1.0,861,15,Boyaca,5288,193,120,0,1,7,1472,1677,999,193,43,12,4318,78,0,0,619,967,1027,984,799,52.0,26.0,0.0,0.0,3.0,1.0,11.0,7.0,56.0,6937,7047,985,1130,1320,1321,1170,859,993,959,932,881,733,632,2069,0,0,0,0,9,13942,33,0,0,0,13984,0,0,0,13984,47,786,551,100,12500,12078,873,48,985,358,6242,2252,2483,130,9,379,482,87,514,63,985,192,5713,5954,2125
1.0,879,15,Boyaca,1948,3,101,0,0,27,393,359,149,34,5,1,917,24,0,0,253,250,162,132,144,14.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,1338,1244,130,181,215,284,141,123,120,145,174,189,142,158,580,0,0,0,0,2,2577,3,0,0,0,2582,0,0,0,2582,3,201,76,3,2299,2242,200,10,130,50,1375,445,302,23,3,57,56,7,120,14,130,14,610,1647,311
1.0,897,15,Boyaca,2388,35,16,0,0,8,699,627,211,35,8,4,1550,34,0,0,414,412,310,238,210,24.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,2180,2121,247,314,413,386,260,231,208,294,239,259,258,277,915,1,0,0,0,8,4285,7,0,1,0,4300,0,1,0,4300,6,243,18,2,4032,3507,532,15,247,78,1857,603,749,87,5,58,102,50,438,27,247,39,805,2867,590
1.0,1,17,Caldas,79601,74284,4008,376,28,176,36405,51227,37127,8888,2599,637,134433,2352,84,14,26925,33533,34160,24633,17632,1477.0,1088.0,2.0,2.0,104.0,9.0,117.0,475.0,1860.0,189095,211341,18947,20943,24593,30598,35248,32374,28870,28889,24616,26081,27890,26886,74501,4104,17,71,16,4841,386951,4436,2020,2117,3,396296,462,3672,6,396296,8777,25499,5787,2208,358165,362810,13997,4682,18947,6342,92722,59311,91701,4971,1333,38202,54253,17479,9597,5578,18947,5144,193265,157734,44293
1.0,13,17,Caldas,7781,750,80,1,0,12,2138,2859,1524,344,84,13,6708,227,22,5,1270,1687,1736,1327,942,164.0,128.0,0.0,0.0,9.0,4.0,21.0,53.0,205.0,10352,10360,1178,1323,1624,1670,1453,1404,1385,1433,1275,1473,1412,1301,3781,65,0,1,0,49,20454,143,41,25,0,20646,37,29,0,20646,315,1121,178,60,19038,17701,1672,161,1178,322,9515,3350,3045,755,161,430,465,267,1052,172,1178,363,9059,8606,2684
1.0,42,17,Caldas,11466,1998,334,26,4,21,3306,4315,2462,603,148,20,10603,230,15,6,2321,2646,2504,1825,1558,157.0,127.0,0.0,0.0,16.0,2.0,23.0,55.0,188.0,15843,15968,1685,1940,2508,2613,2309,2251,2057,2135,1979,2027,2204,2076,6027,923,0,1,0,281,30458,148,418,499,0,30894,126,783,8,30894,405,1986,521,140,28759,27715,2210,201,1685,468,13161,5603,5947,391,204,1145,1029,422,1532,224,1685,401,13300,14139,3971
1.0,50,17,Caldas,3806,269,82,1,0,8,1113,1292,744,160,42,17,3300,65,3,0,663,858,776,571,500,41.0,30.0,0.0,0.0,2.0,0.0,6.0,12.0,51.0,4680,5174,620,637,815,865,632,564,540,618,588,681,652,637,2005,2,0,0,0,9,9783,60,2,0,0,9852,0,2,0,9852,326,580,76,21,8851,8405,754,75,620,178,4354,1786,1552,61,203,180,269,126,437,88,620,128,3852,4617,1257
1.0,88,17,Caldas,3312,380,86,114,2,4,1033,1304,624,159,41,1,3083,74,5,0,541,772,760,557,532,49.0,35.0,0.0,0.0,2.0,0.0,7.0,15.0,60.0,4930,4760,674,725,828,881,735,639,615,642,527,566,580,565,1713,1065,0,0,0,36,8558,31,1027,38,0,8625,25,1040,0,8625,102,547,89,25,8927,7946,1031,39,674,206,4093,1732,1567,89,15,211,169,62,812,60,674,139,3875,4248,1428
1.0,174,17,Caldas,14952,2053,828,1,1,17,4218,5865,4271,1127,342,43,15577,269,15,5,2832,3611,3967,2964,2492,198.0,125.0,0.0,0.0,23.0,4.0,29.0,63.0,204.0,23279,25205,2497,2972,3619,3913,3905,3792,3426,3247,2906,3196,3357,3027,8627,83,3,2,0,147,47910,339,17,67,1,48399,14,70,1,48399,899,3114,565,157,43749,42790,2897,300,2497,755,15979,8468,11139,534,107,2718,3061,631,2140,455,2497,520,21024,21312,5628
1.0,272,17,Caldas,3999,184,99,3,1,10,1118,1381,684,145,40,16,3311,67,5,1,688,904,783,590,419,49.0,31.0,0.0,0.0,4.0,1.0,2.0,16.0,57.0,4847,4783,487,598,737,858,608,532,510,585,612,648,743,653,2059,196,0,1,1,45,9344,43,72,126,0,9432,4,194,0,9432,183,650,67,23,8707,8249,848,46,487,153,4361,1688,1517,63,25,258,214,99,701,64,487,169,3684,4675,1102
1.0,380,17,Caldas,22889,4124,1247,30,7,46,7119,10352,4660,735,167,89,22808,302,11,1,4784,5295,5271,4044,3728,193.0,134.0,0.0,0.0,13.0,1.0,17.0,79.0,217.0,34356,36446,4602,5332,6033,5844,5320,5448,5107,5005,4498,4353,4345,4139,10776,445,0,1,6,1217,68600,533,101,336,1,70364,31,406,1,70364,447,2384,785,204,66982,60674,4814,712,4602,1268,22433,12555,15897,603,132,4673,3529,807,3596,707,4602,1055,28699,29474,11574
1.0,388,17,Caldas,2481,245,17,0,1,1,643,809,361,75,15,0,1859,41,3,0,394,519,446,318,226,24.0,23.0,0.0,0.0,2.0,0.0,0.0,9.0,36.0,2717,2608,271,283,403,457,363,302,309,352,302,365,384,421,1113,16,0,0,0,8,5289,12,6,10,0,5309,1,15,0,5309,34,255,37,3,4996,4498,541,15,271,76,2217,801,1086,60,20,150,140,48,424,32,271,68,2210,2493,554
1.0,433,17,Caldas,6324,855,88,9,2,6,1734,2469,1304,237,58,14,5696,114,4,2,1286,1416,1400,945,769,69.0,59.0,0.0,0.0,3.0,0.0,9.0,26.0,90.0,8376,8156,1023,1111,1330,1472,1158,1056,987,1019,1043,1120,1137,1022,3054,83,8,0,0,66,16275,100,52,39,0,16441,9,82,0,16441,193,1378,304,66,14591,14097,1315,97,1023,332,6957,2692,2877,207,51,593,452,175,1039,134,1023,176,6535,7665,2156
1.0,442,17,Caldas,2825,205,208,10,3,14,950,1135,461,98,34,4,2627,52,2,1,434,560,649,575,464,39.0,20.0,0.0,0.0,4.0,0.0,4.0,16.0,35.0,4338,4147,608,678,697,836,797,746,588,591,505,569,486,416,968,2107,0,0,0,946,5412,20,44,2063,0,6378,5,2102,0,6378,72,436,81,30,7866,7239,606,32,608,160,3267,1538,1757,161,10,298,179,68,381,58,608,100,3045,4054,1286
1.0,444,17,Caldas,4832,260,77,0,0,7,1497,1870,802,143,29,7,4258,84,5,1,925,1112,1020,821,470,57.0,40.0,0.0,0.0,9.0,1.0,2.0,18.0,67.0,6163,5983,779,853,1060,1061,795,763,675,833,727,787,791,769,2253,5,0,0,0,18,12047,76,1,4,0,12141,1,4,0,12141,124,564,178,84,11196,10212,1100,55,779,229,5540,2016,1574,105,298,253,272,167,817,96,779,162,4477,5817,1690
1.0,446,17,Caldas,1016,76,4,0,0,1,249,310,148,28,10,1,727,17,0,2,180,174,168,126,98,14.0,9.0,0.0,0.0,1.0,1.0,0.0,6.0,15.0,1101,980,132,134,166,194,126,144,125,140,135,138,153,154,340,0,0,1,0,5,2071,4,1,0,0,2080,0,1,0,2080,91,84,6,1,1899,1779,165,5,132,46,1026,343,222,45,3,54,38,25,136,11,132,19,882,914,266
1.0,486,17,Caldas,7915,526,134,11,0,11,1827,2702,1424,365,95,28,6274,158,8,1,1046,1504,1495,1237,1159,102.0,75.0,0.0,0.0,11.0,1.0,9.0,46.0,110.0,10295,10200,1169,1351,1682,1715,1524,1397,1208,1391,1232,1305,1382,1284,3855,101,0,1,0,76,20244,73,43,59,0,20393,1,101,0,20393,209,642,147,27,19470,17628,1612,86,1169,321,8445,3664,3563,185,101,721,778,193,1232,123,1169,267,8393,9180,2655
1.0,495,17,Caldas,2154,221,71,1,0,4,646,844,392,74,13,3,1946,24,2,0,391,427,449,410,295,19.0,9.0,0.0,0.0,2.0,1.0,3.0,8.0,14.0,2965,2984,389,514,572,604,458,436,411,375,378,399,333,269,811,8,0,0,0,25,5876,40,0,8,0,5941,0,8,0,5941,45,428,115,27,5334,4946,590,24,389,169,2169,1083,1122,37,12,316,146,41,432,33,389,62,1848,3133,906
1.0,513,17,Caldas,4923,683,140,18,1,11,1478,1924,960,194,56,23,4549,82,4,0,947,1223,1138,760,567,51.0,39.0,0.0,0.0,3.0,0.0,3.0,17.0,67.0,6677,6537,616,765,918,1020,886,880,797,855,763,886,1021,987,2820,65,0,0,0,26,13069,54,40,25,0,13149,24,41,0,13149,117,504,65,13,12515,11210,1307,81,616,194,5837,2085,2408,196,115,268,266,129,987,113,616,255,5384,6054,1521
1.0,524,17,Caldas,6349,373,228,2,2,9,1446,1900,881,204,74,13,4433,83,1,1,859,1077,1084,814,684,43.0,45.0,0.0,0.0,6.0,1.0,8.0,10.0,63.0,6862,6698,795,854,1102,1106,1107,990,933,982,817,901,934,823,2216,93,1,0,0,128,13291,47,47,46,1,13466,13,80,1,13466,151,578,122,23,12686,11482,1226,57,795,251,5291,2463,2769,135,15,387,394,88,891,81,795,141,5943,5757,1719
1.0,541,17,Caldas,8251,603,127,13,1,15,1932,2413,1404,251,42,10,5933,112,6,1,1289,1481,1475,1073,734,75.0,52.0,0.0,0.0,3.0,1.0,6.0,30.0,87.0,8785,8557,1024,1212,1490,1520,1179,1108,1053,1075,1048,1051,1125,1121,3336,105,0,0,0,100,17030,107,74,29,2,17237,6,97,2,17237,331,1277,130,25,15579,14683,1506,129,1024,311,8222,2817,2277,148,188,704,424,151,951,125,1024,242,7026,7611,2463
1.0,614,17,Caldas,15598,1071,230,45,0,31,3894,5680,3532,1031,319,30,14080,386,19,1,2642,2965,3129,2557,3193,237.0,196.0,0.0,0.0,26.0,0.0,11.0,76.0,320.0,23803,24526,2866,3205,3689,4255,3855,3426,3120,3382,2977,2838,2913,2841,8962,36422,0,2,1,244,11435,225,469,35869,11,11980,80,36246,23,11980,1139,2569,361,93,44167,42497,2685,281,2866,880,19476,7725,9908,647,357,2047,2044,549,1447,383,2866,497,19950,21545,6337
